id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p,player_info,team_info,PlayerID,MLBAMId,MinorMasterId,age,AgeDisplayOld,Bats,Throws,Position,UPURL,MLB_FullName,MLB_ShortName,MLB_AbbName,age_days,age_p,pscore,score_p,level
660707,Elehuris Montero,1230,294,256,180,79,44,16,3,16,78,26.5,33,11.2,161,517,0.309,0.248,0.391,0.343,0.582,0.427,0.413,0.341,0.384,31.1,88.4,22.0,40.0,21,11.7,7.1,6.2,0.26296296296296295,0.5345679012345679,0.7345679012345679,0.837037037037037,0.8246913580246914,0.22098765432098766,0.608641975308642,0.9740740740740741,0.6864197530864198,0.9222222222222223,0.24320987654320989,"{'UPId': '20543', 'PlayerId': 20543, 'MLBAMId': 660707, 'MinorMasterId': 'sa872477', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'elehuris montero', 'FirstName': 'Elehuris', 'LastName': 'Montero', 'firstLastName': 'Elehuris Montero', 'NameKorean': None, 'Height': 75, 'Weight': 235, 'BirthDate': '1998-08-17T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '1B', 'BirthCity': '', 'College': '', 'Debut': '2022-05-01T00:00:00', 'LastGame': '2024-06-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2022, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/elehuris-montero/20543/stats?position=1B', 'HeightDisplay': '6\'3""', 'Age': 26, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 4, 'AgeDays': 2, 'AgeDisplayOld': '26 years, 4 months, 2 days', 'BirthDateDisplay': '8/17/1998', 'DeathDateDisplay': None, 'servicetime': '0.097', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_22879991.png', 'minSeason': 2022, 'maxSeason': 2024, 'AgeDisplay': '26 years, 4 months, 2 days'}","{'mlbamid': 660707, 'playerid': 20543, 'minormasterid': 'sa872477', 'masterid': '20543', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 19, 'lminorfranchid': 3, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '20543', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",20543.0,660707,sa872477,26,"26 years, 4 months, 2 days",R,R,1B,/players/elehuris-montero/20543/stats?position=1B,Free Agent,,,9612,0.6246913580246913,14.073293705227861,0.8148148148148148,AAA
672642,Steward Berroa,1222,290,251,181,70,48,9,3,10,71,24.5,35,12.1,140,548,0.279,0.23,0.372,0.332,0.458,0.34,0.363,0.304,0.351,25.5,86.3,13.0,25.4,9,5.0,3.1,4.2,0.3962962962962963,0.6345679012345679,0.47530864197530864,0.36790123456790125,0.44320987654320987,0.554320987654321,0.24444444444444444,0.4703703703703704,0.08271604938271605,0.3814814814814815,0.7135802469135802,"{'UPId': '22766', 'PlayerId': 22766, 'MLBAMId': 672642, 'MinorMasterId': 'sa3003276', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Steward Berroa', 'FirstName': 'Steward', 'LastName': 'Berroa', 'firstLastName': 'Steward Berroa', 'NameKorean': None, 'Height': 69, 'Weight': 178, 'BirthDate': '1999-06-05T00:00:00', 'Bats': 'B', 'Throws': 'R', 'Position': 'OF', 'BirthCity': '', 'College': '', 'Debut': '2024-06-23T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/steward-berroa/22766/stats?position=OF', 'HeightDisplay': '5\'9""', 'Age': 26, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 6, 'AgeDays': 14, 'AgeDisplayOld': '25 years, 6 months, 14 days', 'BirthDateDisplay': '6/5/1999', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '25 years, 6 months, 14 days'}","{'mlbamid': 672642, 'playerid': 22766, 'minormasterid': 'sa3003276', 'masterid': '22766', 'teamid': 14, 'minorfranchid': 334, 'transdate': '2024-09-17T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 14, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '22766', 'MLB_FullName': 'Toronto Blue Jays', 'MLB_ShortName': 'Blue Jays', 'MLB_AbbName': 'TOR', 'MiLB_FullName': None, 'llevel1': 'MLB'}",22766.0,672642,sa3003276,25,"25 years, 6 months, 14 days",B,R,OF,/players/steward-berroa/22766/stats?position=OF,Toronto Blue Jays,Blue Jays,TOR,9319,0.7382716049382716,8.646892242036275,0.5876543209876544,AAA
679529,Spencer Torkelson,1220,274,226,146,54,30,13,0,11,85,31.0,41,15.0,154,479,0.239,0.203,0.354,0.333,0.442,0.377,0.347,0.322,0.319,32.2,89.8,23.0,41.1,14,9.6,5.1,2.6,0.08641975308641975,0.8827160493827161,0.12469135802469136,0.6024691358024692,0.6790123456790124,0.17160493827160495,0.8506172839506173,0.9901234567901235,0.7493827160493827,0.8358024691358025,0.9728395061728395,"{'UPId': '27465', 'PlayerId': 27465, 'MLBAMId': 679529, 'MinorMasterId': 'sa3014504', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Spencer Torkelson', 'FirstName': 'Spencer', 'LastName': 'Torkelson', 'firstLastName': 'Spencer Torkelson', 'NameKorean': None, 'Height': 72, 'Weight': 220, 'BirthDate': '1999-08-26T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '1B', 'BirthCity': '', 'College': 'Arizona State', 'Debut': '2022-04-08T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2022, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/spencer-torkelson/27465/stats?position=1B', 'HeightDisplay': '6\'0""', 'Age': 25, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 3, 'AgeDays': 23, 'AgeDisplayOld': '25 years, 3 months, 23 days', 'BirthDateDisplay': '8/26/1999', 'DeathDateDisplay': None, 'servicetime': '0.137', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_22878571.png', 'minSeason': 2022, 'maxSeason': 2024, 'AgeDisplay': '25 years, 3 months, 23 days'}","{'mlbamid': 679529, 'playerid': 27465, 'minormasterid': 'sa3014504', 'masterid': '27465', 'teamid': 6, 'minorfranchid': 320, 'transdate': '2024-08-17T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 6, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '27465', 'MLB_FullName': 'Detroit Tigers', 'MLB_ShortName': 'Tigers', 'MLB_AbbName': 'DET', 'MiLB_FullName': None, 'llevel1': 'MLB'}",27465.0,679529,sa3014504,25,"25 years, 3 months, 23 days",R,R,1B,/players/spencer-torkelson/27465/stats?position=1B,Detroit Tigers,Tigers,DET,9238,0.7555555555555555,17.84976680384088,0.891358024691358,AAA
663967,César Salazar,1220,318,260,219,65,42,13,2,8,45,14.2,44,13.8,100,561,0.25,0.232,0.374,0.363,0.408,0.313,0.347,0.314,0.27,17.8,84.1,17.0,21.9,4,1.8,1.3,3.4,0.937037037037037,0.8098765432098766,0.5123456790123457,0.18641975308641975,0.5604938271604938,0.9135802469135802,0.04691358024691358,0.7654320987654321,0.03950617283950617,0.06790123456790123,0.8814814814814815,"{'UPId': '21587', 'PlayerId': 21587, 'MLBAMId': 663967, 'MinorMasterId': 'sa3008107', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Cesar Salazar', 'FirstName': 'Cesar', 'LastName': 'Salazar', 'firstLastName': 'César Salazar', 'NameKorean': None, 'Height': 68, 'Weight': 198, 'BirthDate': '1996-03-15T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': 'C', 'BirthCity': '', 'College': 'Arizona', 'Debut': '2023-04-02T00:00:00', 'LastGame': '2024-09-25T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/cesar-salazar/21587/stats?position=C', 'HeightDisplay': '5\'8""', 'Age': 29, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 9, 'AgeDays': 4, 'AgeDisplayOld': '28 years, 9 months, 4 days', 'BirthDateDisplay': '3/15/1996', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2023, 'maxSeason': 2024, 'AgeDisplay': '28 years, 9 months, 4 days'}","{'mlbamid': 663967, 'playerid': 21587, 'minormasterid': 'sa3008107', 'masterid': '21587', 'teamid': 21, 'minorfranchid': 321, 'transdate': '2024-09-17T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-25T00:00:00', 'lseason': 2024, 'lteamid': 21, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '21587', 'MLB_FullName': 'Houston Astros', 'MLB_ShortName': 'Astros', 'MLB_AbbName': 'HOU', 'MiLB_FullName': None, 'llevel1': 'MLB'}",21587.0,663967,sa3008107,28,"28 years, 9 months, 4 days",L,R,C,/players/cesar-salazar/21587/stats?position=C,Houston Astros,Astros,HOU,10494,0.2691358024691358,3.1070233196159123,0.24691358024691357,AAA
665856,Jair Camargo,1217,315,283,191,60,31,16,1,12,94,29.8,23,7.3,225,603,0.212,0.202,0.286,0.277,0.403,0.384,0.3,0.289,0.268,37.3,89.2,14.0,31.4,21,11.0,6.7,6.5,0.12469135802469136,0.12469135802469136,0.11728395061728394,0.6506172839506172,0.26296296296296295,0.044444444444444446,0.7407407407407407,0.5432098765432098,0.2691358024691358,0.8962962962962963,0.18641975308641975,"{'UPId': '21730', 'PlayerId': 21730, 'MLBAMId': 665856, 'MinorMasterId': 'sa917333', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Jair Camargo', 'FirstName': 'Jair', 'LastName': 'Camargo', 'firstLastName': 'Jair Camargo', 'NameKorean': None, 'Height': 70, 'Weight': 230, 'BirthDate': '1999-07-01T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'C/DH', 'BirthCity': '', 'College': '', 'Debut': '2024-04-16T00:00:00', 'LastGame': '2024-07-22T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/jair-camargo/21730/stats?position=C/DH', 'HeightDisplay': '5\'10""', 'Age': 25, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 5, 'AgeDays': 18, 'AgeDisplayOld': '25 years, 5 months, 18 days', 'BirthDateDisplay': '7/1/1999', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '25 years, 5 months, 18 days'}","{'mlbamid': 665856, 'playerid': 21730, 'minormasterid': 'sa917333', 'masterid': '21730', 'teamid': 8, 'minorfranchid': 335, 'transdate': '2024-10-01T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 8, 'lminorfranchid': 16, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '21730', 'MLB_FullName': 'Minnesota Twins', 'MLB_ShortName': 'Twins', 'MLB_AbbName': 'MIN', 'MiLB_FullName': None, 'llevel1': 'AAA'}",21730.0,665856,sa917333,25,"25 years, 5 months, 18 days",R,R,C/DH,/players/jair-camargo/21730/stats?position=C/DH,Minnesota Twins,Twins,MIN,9293,0.745679012345679,10.529724127419602,0.6987654320987654,AAA
624523,Riley Unroe,1212,280,237,161,61,39,16,0,6,77,27.5,41,14.6,154,530,0.257,0.227,0.368,0.344,0.401,0.363,0.342,0.319,0.355,29.1,87.6,15.0,27.3,14,8.7,5.0,4.8,0.20987654320987653,0.8716049382716049,0.4074074074074074,0.5049382716049383,0.6333333333333333,0.3345679012345679,0.4617283950617284,0.6222222222222222,0.1469135802469136,0.7679012345679013,0.5765432098765432,"{'UPId': 'sa737614', 'PlayerId': None, 'MLBAMId': 624523, 'MinorMasterId': 'sa737614', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Riley Unroe', 'FirstName': 'Riley', 'LastName': 'Unroe', 'firstLastName': 'Riley Unroe', 'NameKorean': None, 'Height': 70, 'Weight': 180, 'BirthDate': '1995-08-03T00:00:00', 'Bats': 'S', 'Throws': 'R', 'Position': '2B', 'BirthCity': 'New Orleans', 'College': '', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/riley-unroe/sa737614/stats?position=2B', 'HeightDisplay': '5\'10""', 'Age': 29, 'AgeToday': 29, 'AgeYears': 29, 'AgeMonths': 4, 'AgeDays': 17, 'AgeDisplayOld': '29 years, 4 months, 17 days', 'BirthDateDisplay': '8/3/1995', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '29 years, 4 months, 17 days'}","{'mlbamid': 624523, 'playerid': None, 'minormasterid': 'sa737614', 'masterid': 'sa737614', 'teamid': 6, 'minorfranchid': 320, 'transdate': '2024-04-30T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 6, 'lminorfranchid': 6, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa737614', 'MLB_FullName': 'Detroit Tigers', 'MLB_ShortName': 'Tigers', 'MLB_AbbName': 'DET', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,624523,sa737614,29,"29 years, 4 months, 17 days",S,R,2B,/players/riley-unroe/sa737614/stats?position=2B,Detroit Tigers,Tigers,DET,10722,0.21975308641975308,3.9333089468068887,0.32098765432098764,AAA
668843,Conner Capel,1212,284,231,173,49,24,12,1,12,63,22.2,45,15.8,134,501,0.212,0.208,0.339,0.338,0.429,0.37,0.335,0.317,0.23,26.7,87.0,23.0,27.7,13,7.5,4.6,4.0,0.5320987654320988,0.9074074074074074,0.16913580246913582,0.5345679012345679,0.608641975308642,0.49506172839506174,0.3567901234567901,0.9901234567901235,0.1617283950617284,0.6395061728395062,0.7666666666666667,"{'UPId': '19983', 'PlayerId': 19983, 'MLBAMId': 668843, 'MinorMasterId': 'sa918012', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'conner capel', 'FirstName': 'Conner', 'LastName': 'Capel', 'firstLastName': 'Conner Capel', 'NameKorean': None, 'Height': 72, 'Weight': 185, 'BirthDate': '1997-05-19T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'OF', 'BirthCity': '', 'College': '', 'Debut': '2022-06-27T00:00:00', 'LastGame': '2024-05-16T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/conner-capel/19983/stats?position=OF', 'HeightDisplay': '6\'0""', 'Age': 28, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 7, 'AgeDays': 0, 'AgeDisplayOld': '27 years, 7 months, 0 days', 'BirthDateDisplay': '5/19/1997', 'DeathDateDisplay': None, 'servicetime': '0.044', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_22868682.png', 'minSeason': 2022, 'maxSeason': 2024, 'AgeDisplay': '27 years, 7 months'}","{'mlbamid': 668843, 'playerid': 19983, 'minormasterid': 'sa918012', 'masterid': '19983', 'teamid': 16, 'minorfranchid': 337, 'transdate': '2024-12-07T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-07-28T00:00:00', 'lseason': 2024, 'lteamid': 18, 'lminorfranchid': 25, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '19983', 'MLB_FullName': 'Atlanta Braves', 'MLB_ShortName': 'Braves', 'MLB_AbbName': 'ATL', 'MiLB_FullName': None, 'llevel1': 'AAA'}",19983.0,668843,sa918012,27,"27 years, 7 months, 0 days",L,L,OF,/players/conner-capel/19983/stats?position=OF,Atlanta Braves,Braves,ATL,10065,0.4345679012345679,7.440768175582989,0.5308641975308642,AAA
676070,Jacob Amaya,1208,302,267,196,59,42,10,2,5,72,23.8,32,10.6,108,444,0.221,0.227,0.308,0.314,0.33,0.351,0.286,0.297,0.283,24.3,89.8,11.0,40.8,12,6.1,4.0,2.5,0.44074074074074077,0.44320987654320987,0.4074074074074074,0.43580246913580245,0.35555555555555557,0.6419753086419753,0.8506172839506173,0.30987654320987656,0.7407407407407407,0.5185185185185185,0.9814814814814815,"{'UPId': '23296', 'PlayerId': 23296, 'MLBAMId': 676070, 'MinorMasterId': 'sa3005081', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'jacob amaya', 'FirstName': 'Jacob', 'LastName': 'Amaya', 'firstLastName': 'Jacob Amaya', 'NameKorean': None, 'Height': 70, 'Weight': 180, 'BirthDate': '1998-09-03T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'SS', 'BirthCity': '', 'College': '', 'Debut': '2023-06-18T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/jacob-amaya/23296/stats?position=SS', 'HeightDisplay': '5\'10""', 'Age': 26, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 3, 'AgeDays': 16, 'AgeDisplayOld': '26 years, 3 months, 16 days', 'BirthDateDisplay': '9/3/1998', 'DeathDateDisplay': None, 'servicetime': '0.001', 'urlHeadshot': None, 'minSeason': 2023, 'maxSeason': 2024, 'AgeDisplay': '26 years, 3 months, 16 days'}","{'mlbamid': 676070, 'playerid': 23296, 'minormasterid': 'sa3005081', 'masterid': '23296', 'teamid': 4, 'minorfranchid': 338, 'transdate': '2024-08-27T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 4, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '23296', 'MLB_FullName': 'Chicago White Sox', 'MLB_ShortName': 'White Sox', 'MLB_AbbName': 'CHW', 'MiLB_FullName': None, 'llevel1': 'MLB'}",23296.0,676070,sa3005081,26,"26 years, 3 months, 16 days",R,R,SS,/players/jacob-amaya/23296/stats?position=SS,Chicago White Sox,White Sox,CHW,9596,0.6345679012345679,11.244386526444138,0.7432098765432099,AAA
688363,Graham Pauley,1202,319,272,207,61,35,15,1,10,67,21.0,38,11.9,130,564,0.224,0.218,0.332,0.327,0.397,0.32,0.323,0.295,0.259,23.0,87.5,16.0,38.2,6,2.9,1.9,5.1,0.5888888888888889,0.6074074074074074,0.2938271604938272,0.24074074074074073,0.3271604938271605,0.7086419753086419,0.4444444444444444,0.6925925925925925,0.6197530864197531,0.1654320987654321,0.4901234567901235,"{'UPId': '31363', 'PlayerId': 31363, 'MLBAMId': 688363, 'MinorMasterId': 'sa3019858', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Graham Pauley', 'FirstName': 'Graham', 'LastName': 'Pauley', 'firstLastName': 'Graham Pauley', 'NameKorean': None, 'Height': 73, 'Weight': 200, 'BirthDate': '2000-09-24T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': '3B/DH', 'BirthCity': '', 'College': '', 'Debut': '2024-03-20T00:00:00', 'LastGame': '2024-05-01T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/graham-pauley/31363/stats?position=3B/DH', 'HeightDisplay': '6\'1""', 'Age': 24, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 2, 'AgeDays': 25, 'AgeDisplayOld': '24 years, 2 months, 25 days', 'BirthDateDisplay': '9/24/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '24 years, 2 months, 25 days'}","{'mlbamid': 688363, 'playerid': 31363, 'minormasterid': 'sa3019858', 'masterid': '31363', 'teamid': 20, 'minorfranchid': 339, 'transdate': '2024-10-01T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 20, 'lminorfranchid': 2, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '31363', 'MLB_FullName': 'Miami Marlins', 'MLB_ShortName': 'Marlins', 'MLB_AbbName': 'MIA', 'MiLB_FullName': None, 'llevel1': 'AAA'}",31363.0,688363,sa3019858,24,"24 years, 2 months, 25 days",L,R,3B/DH,/players/graham-pauley/31363/stats?position=3B/DH,Miami Marlins,Marlins,MIA,8845,0.8691358024691358,11.556287151348881,0.7506172839506173,AAA
687714,Jackson Cluff,1199,295,251,161,53,31,11,2,9,92,31.2,37,12.5,209,547,0.211,0.18,0.322,0.297,0.378,0.305,0.311,0.279,0.289,38.2,88.5,20.0,36.0,13,8.1,4.4,4.2,0.07901234567901234,0.6765432098765433,0.01728395061728395,0.1382716049382716,0.1469135802469136,0.0345679012345679,0.6296296296296297,0.9222222222222223,0.4802469135802469,0.7086419753086419,0.7135802469135802,"{'UPId': 'sa3010342', 'PlayerId': None, 'MLBAMId': 687714, 'MinorMasterId': 'sa3010342', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'jackson cluff', 'FirstName': 'Jackson', 'LastName': 'Cluff', 'firstLastName': 'Jackson Cluff', 'NameKorean': None, 'Height': 71, 'Weight': 181, 'BirthDate': '1996-12-03T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': 'SS', 'BirthCity': 'Littleton', 'College': 'Brigham Young', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/jackson-cluff/sa3010342/stats?position=SS', 'HeightDisplay': '5\'11""', 'Age': 28, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 0, 'AgeDays': 16, 'AgeDisplayOld': '28 years, 0 months, 16 days', 'BirthDateDisplay': '12/3/1996', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '28 years, 16 days'}","{'mlbamid': 687714, 'playerid': None, 'minormasterid': 'sa3010342', 'masterid': 'sa3010342', 'teamid': 24, 'minorfranchid': 22, 'transdate': '2024-05-24T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 24, 'lminorfranchid': 22, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3010342', 'MLB_FullName': 'Washington Nationals', 'MLB_ShortName': 'Nationals', 'MLB_AbbName': 'WSN', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,687714,sa3010342,28,"28 years, 0 months, 16 days",L,R,SS,/players/jackson-cluff/sa3010342/stats?position=SS,Washington Nationals,Nationals,WSN,10236,0.37530864197530867,5.331236092059138,0.4024691358024691,AAA
682619,Orelvis Martinez,1198,317,281,207,75,38,19,1,17,76,24.0,25,7.9,210,605,0.267,0.265,0.342,0.343,0.523,0.528,0.37,0.373,0.305,34.7,89.3,17.0,45.9,27,13.0,8.5,5.9,0.42962962962962964,0.17530864197530865,0.8938271604938272,0.9925925925925926,0.9580246913580247,0.0962962962962963,0.7654320987654321,0.7654320987654321,0.937037037037037,0.9506172839506173,0.2839506172839506,"{'UPId': '25967', 'PlayerId': 25967, 'MLBAMId': 682619, 'MinorMasterId': 'sa3010692', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'orelvis martinez', 'FirstName': 'Orelvis', 'LastName': 'Martinez', 'firstLastName': 'Orelvis Martinez', 'NameKorean': None, 'Height': 71, 'Weight': 200, 'BirthDate': '2001-11-19T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '2B', 'BirthCity': '', 'College': '', 'Debut': '2024-06-21T00:00:00', 'LastGame': '2024-06-21T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/orelvis-martinez/25967/stats?position=2B', 'HeightDisplay': '5\'11""', 'Age': 23, 'AgeToday': 23, 'AgeYears': 23, 'AgeMonths': 1, 'AgeDays': 0, 'AgeDisplayOld': '23 years, 1 months, 0 days', 'BirthDateDisplay': '11/19/2001', 'DeathDateDisplay': None, 'servicetime': '0.000', 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '23 years, 1 month'}","{'mlbamid': 682619, 'playerid': 25967, 'minormasterid': 'sa3010692', 'masterid': '25967', 'teamid': 14, 'minorfranchid': 334, 'transdate': '2024-10-01T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 14, 'lminorfranchid': 5, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '25967', 'MLB_FullName': 'Toronto Blue Jays', 'MLB_ShortName': 'Blue Jays', 'MLB_AbbName': 'TOR', 'MiLB_FullName': None, 'llevel1': 'AAA'}",25967.0,682619,sa3010692,23,"23 years, 1 months, 0 days",R,R,2B,/players/orelvis-martinez/25967/stats?position=2B,Toronto Blue Jays,Blue Jays,TOR,8425,0.9407407407407408,23.51851851851852,0.9728395061728395,AAA
