id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,velo,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p,velo_p,player_info,team_info,PlayerID,MLBAMId,MinorMasterId,age,Bats,Throws,Position,UPURL,MLB_FullName,MLB_ShortName,MLB_AbbName
680951,Doug Nikhazy,1158,298,260,186,51,35,7,1,8,75,25.2,34,11.4,164,554,0.196,0.216,0.295,0.315,0.323,0.342,0.279,0.297,0.242,29.6,88.6,15.0,37.6,9,4.8,3.0,5.4,91.0,0.6481958762886598,0.375,0.7126288659793815,0.6688144329896907,0.615979381443299,0.7074742268041238,0.2667525773195876,0.3904639175257732,0.33634020618556704,0.6778350515463918,0.5644329896907216,0.23024523160762944,"{'UPId': 'sa3018110', 'PlayerId': None, 'MLBAMId': 680951, 'MinorMasterId': 'sa3018110', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Doug Nikhazy', 'FirstName': 'Douglas', 'LastName': 'Nikhazy', 'firstLastName': 'Doug Nikhazy', 'NameKorean': None, 'Height': 72, 'Weight': 210, 'BirthDate': '1999-08-11T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': 'Burlington', 'College': 'Mississippi', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/douglas-nikhazy/sa3018110/stats?position=P', 'HeightDisplay': '6\'0""', 'Age': 25, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 3, 'AgeDays': 29, 'AgeDisplayOld': '25 years, 3 months, 29 days', 'BirthDateDisplay': '8/11/1999', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '25 years, 3 months, 29 days'}","{'mlbamid': 680951, 'playerid': None, 'minormasterid': 'sa3018110', 'masterid': 'sa3018110', 'teamid': 5, 'minorfranchid': 318, 'transdate': '2024-11-19T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-18T00:00:00', 'lseason': 2024, 'lteamid': 5, 'lminorfranchid': 20, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3018110', 'MLB_FullName': 'Cleveland Guardians', 'MLB_ShortName': 'Guardians', 'MLB_AbbName': 'CLE', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,680951,sa3018110,25,L,L,P,/players/douglas-nikhazy/sa3018110/stats?position=P,Cleveland Guardians,Guardians,CLE
680604,Blas Castano,1151,313,281,209,75,44,16,2,13,74,23.6,24,7.7,143,544,0.267,0.222,0.335,0.295,0.477,0.366,0.35,0.292,0.316,26.3,86.2,6.0,37.3,16,7.7,5.1,5.5,92.7,0.529639175257732,0.7822164948453608,0.6443298969072165,0.44072164948453607,0.663659793814433,0.46005154639175255,0.8118556701030928,0.9097938144329897,0.3556701030927835,0.19458762886597938,0.6030927835051546,0.510899182561308,"{'UPId': 'sa3006617', 'PlayerId': None, 'MLBAMId': 680604, 'MinorMasterId': 'sa3006617', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Blas Castano', 'FirstName': 'Blas', 'LastName': 'Castano', 'firstLastName': 'Blas Castano', 'NameKorean': None, 'Height': 70, 'Weight': 162, 'BirthDate': '1998-09-08T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Espaillat', 'College': '', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/blas-castano/sa3006617/stats?position=P', 'HeightDisplay': '5\'10""', 'Age': 26, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 3, 'AgeDays': 2, 'AgeDisplayOld': '26 years, 3 months, 2 days', 'BirthDateDisplay': '9/8/1998', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '26 years, 3 months, 2 days'}","{'mlbamid': 680604, 'playerid': None, 'minormasterid': 'sa3006617', 'masterid': 'sa3006617', 'teamid': 11, 'minorfranchid': 329, 'transdate': '2024-11-04T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-20T00:00:00', 'lseason': 2024, 'lteamid': 11, 'lminorfranchid': 17, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3006617', 'MLB_FullName': 'Seattle Mariners', 'MLB_ShortName': 'Mariners', 'MLB_AbbName': 'SEA', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,680604,sa3006617,26,R,R,P,/players/blas-castano/sa3006617/stats?position=P,Seattle Mariners,Mariners,SEA
696522,Hayden Juenger,1151,292,258,198,66,45,11,4,6,64,21.9,25,8.6,133,541,0.256,0.247,0.329,0.327,0.399,0.396,0.318,0.323,0.313,24.6,87.4,12.0,36.9,15,7.6,5.1,5.5,93.9,0.3956185567010309,0.6945876288659794,0.27319587628865977,0.22938144329896906,0.27835051546391754,0.3247422680412371,0.5966494845360825,0.645618556701031,0.3801546391752577,0.21391752577319587,0.6030927835051546,0.6975476839237057,"{'UPId': 'sa3017103', 'PlayerId': None, 'MLBAMId': 696522, 'MinorMasterId': 'sa3017103', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Hayden Juenger', 'FirstName': 'Hayden', 'LastName': 'Juenger', 'firstLastName': 'Hayden Juenger', 'NameKorean': None, 'Height': 72, 'Weight': 180, 'BirthDate': '2000-08-09T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'O’Fallon', 'College': 'Missouri State', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/hayden-juenger/sa3017103/stats?position=P', 'HeightDisplay': '6\'0""', 'Age': 24, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 4, 'AgeDays': 1, 'AgeDisplayOld': '24 years, 4 months, 1 days', 'BirthDateDisplay': '8/9/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '24 years, 4 months, 1 day'}","{'mlbamid': 696522, 'playerid': None, 'minormasterid': 'sa3017103', 'masterid': 'sa3017103', 'teamid': 14, 'minorfranchid': 334, 'transdate': '2024-02-05T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-21T00:00:00', 'lseason': 2024, 'lteamid': 14, 'lminorfranchid': 5, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3017103', 'MLB_FullName': 'Toronto Blue Jays', 'MLB_ShortName': 'Blue Jays', 'MLB_AbbName': 'TOR', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,696522,sa3017103,24,R,R,P,/players/hayden-juenger/sa3017103/stats?position=P,Toronto Blue Jays,Blue Jays,TOR
675650,Michael Mercado,1149,284,242,182,51,36,10,1,4,64,22.5,35,12.3,158,517,0.211,0.227,0.313,0.331,0.31,0.363,0.283,0.31,0.264,30.6,90.6,19.0,39.0,10,5.5,3.5,6.3,95.1,0.4329896907216495,0.30927835051546393,0.5927835051546392,0.45618556701030927,0.44458762886597936,0.7809278350515464,0.023195876288659795,0.11469072164948453,0.22938144329896906,0.5631443298969072,0.8621134020618557,0.8555858310626703,"{'UPId': '23223', 'PlayerId': 23223, 'MLBAMId': 675650, 'MinorMasterId': 'sa3005024', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'michael mercado', 'FirstName': 'Michael', 'LastName': 'Mercado', 'firstLastName': 'Michael Mercado', 'NameKorean': None, 'Height': 76, 'Weight': 205, 'BirthDate': '1999-04-15T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2024-06-24T00:00:00', 'LastGame': '2024-08-28T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/michael-mercado/23223/stats?position=P', 'HeightDisplay': '6\'4""', 'Age': 26, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 7, 'AgeDays': 25, 'AgeDisplayOld': '25 years, 7 months, 25 days', 'BirthDateDisplay': '4/15/1999', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '25 years, 7 months, 25 days'}","{'mlbamid': 675650, 'playerid': 23223, 'minormasterid': 'sa3005024', 'masterid': '23223', 'teamid': 26, 'minorfranchid': 336, 'transdate': '2024-10-10T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 26, 'lminorfranchid': 7, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '23223', 'MLB_FullName': 'Philadelphia Phillies', 'MLB_ShortName': 'Phillies', 'MLB_AbbName': 'PHI', 'MiLB_FullName': None, 'llevel1': 'AAA'}",23223.0,675650,sa3005024,25,R,R,P,/players/michael-mercado/23223/stats?position=P,Philadelphia Phillies,Phillies,PHI
682990,Quinn Priester,1145,297,272,197,65,44,14,1,6,78,26.3,19,6.4,182,558,0.239,0.238,0.291,0.292,0.364,0.362,0.286,0.288,0.309,32.6,88.0,5.0,37.6,14,7.1,4.7,7.2,92.9,0.7268041237113402,0.9201030927835051,0.40463917525773196,0.4690721649484536,0.7229381443298969,0.8775773195876289,0.42912371134020616,0.9381443298969072,0.33634020618556704,0.27319587628865977,0.9742268041237113,0.5517711171662125,"{'UPId': '25977', 'PlayerId': 25977, 'MLBAMId': 682990, 'MinorMasterId': 'sa3011297', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'quinn priester', 'FirstName': 'Quinn', 'LastName': 'Priester', 'firstLastName': 'Quinn Priester', 'NameKorean': None, 'Height': 75, 'Weight': 210, 'BirthDate': '2000-09-16T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2023-07-17T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2023, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/quinn-priester/25977/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 24, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 2, 'AgeDays': 24, 'AgeDisplayOld': '24 years, 2 months, 24 days', 'BirthDateDisplay': '9/16/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_20420781.png', 'minSeason': 2023, 'maxSeason': 2024, 'AgeDisplay': '24 years, 2 months, 24 days'}","{'mlbamid': 682990, 'playerid': 25977, 'minormasterid': 'sa3011297', 'masterid': '25977', 'teamid': 3, 'minorfranchid': 315, 'transdate': '2024-09-29T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 3, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '25977', 'MLB_FullName': 'Boston Red Sox', 'MLB_ShortName': 'Red Sox', 'MLB_AbbName': 'BOS', 'MiLB_FullName': None, 'llevel1': 'MLB'}",25977.0,682990,sa3011297,24,R,R,P,/players/quinn-priester/25977/stats?position=P,Boston Red Sox,Red Sox,BOS
656232,Brandon Bielak,1139,298,262,214,74,46,16,2,10,49,16.4,31,10.4,103,528,0.282,0.249,0.364,0.335,0.473,0.362,0.363,0.312,0.314,19.5,86.2,10.0,29.9,8,3.7,2.7,4.0,91.5,0.06572164948453608,0.49097938144329895,0.24742268041237114,0.4690721649484536,0.4110824742268041,0.05670103092783505,0.8118556701030928,0.7628865979381443,0.8556701030927835,0.8672680412371134,0.11469072164948453,0.29291553133514986,"{'UPId': '19866', 'PlayerId': 19866, 'MLBAMId': 656232, 'MinorMasterId': 'sa915815', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Brandon Bielak', 'FirstName': 'Brandon', 'LastName': 'Bielak', 'firstLastName': 'Brandon Bielak', 'NameKorean': None, 'Height': 74, 'Weight': 221, 'BirthDate': '1996-04-02T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': 'Notre Dame', 'Debut': '2020-07-27T00:00:00', 'LastGame': '2024-09-21T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2021, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/brandon-bielak/19866/stats?position=P', 'HeightDisplay': '6\'2""', 'Age': 29, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 8, 'AgeDays': 8, 'AgeDisplayOld': '28 years, 8 months, 8 days', 'BirthDateDisplay': '4/2/1996', 'DeathDateDisplay': None, 'servicetime': '2.032', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_22878976.png', 'minSeason': 2020, 'maxSeason': 2024, 'AgeDisplay': '28 years, 8 months, 8 days'}","{'mlbamid': 656232, 'playerid': 19866, 'minormasterid': 'sa915815', 'masterid': '19866', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-10-15T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-21T00:00:00', 'lseason': 2024, 'lteamid': 10, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '19866', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'MLB'}",19866.0,656232,sa915815,28,L,R,P,/players/brandon-bielak/19866/stats?position=P,Free Agent,,
666159,Matt Manning,1135,287,260,190,62,38,12,2,10,72,25.1,25,8.7,136,544,0.238,0.219,0.303,0.288,0.415,0.367,0.312,0.289,0.289,25.0,88.2,17.0,39.5,16,8.4,5.6,4.6,93.9,0.6365979381443299,0.6791237113402062,0.6791237113402062,0.42912371134020616,0.7023195876288659,0.35309278350515466,0.36726804123711343,0.2345360824742268,0.18170103092783504,0.11597938144329897,0.2615979381443299,0.6975476839237057,"{'UPId': '20369', 'PlayerId': 20369, 'MLBAMId': 666159, 'MinorMasterId': 'sa917924', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'matt manning', 'FirstName': 'Matt', 'LastName': 'Manning', 'firstLastName': 'Matt Manning', 'NameKorean': None, 'Height': 78, 'Weight': 195, 'BirthDate': '1998-01-28T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2021-06-17T00:00:00', 'LastGame': '2024-05-19T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2021, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/matt-manning/20369/stats?position=P', 'HeightDisplay': '6\'6""', 'Age': 27, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 10, 'AgeDays': 12, 'AgeDisplayOld': '26 years, 10 months, 12 days', 'BirthDateDisplay': '1/28/1998', 'DeathDateDisplay': None, 'servicetime': '1.098', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_23166696.png', 'minSeason': 2021, 'maxSeason': 2024, 'AgeDisplay': '26 years, 10 months, 12 days'}","{'mlbamid': 666159, 'playerid': 20369, 'minormasterid': 'sa917924', 'masterid': '20369', 'teamid': 6, 'minorfranchid': 320, 'transdate': '2024-10-13T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 6, 'lminorfranchid': 6, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '20369', 'MLB_FullName': 'Detroit Tigers', 'MLB_ShortName': 'Tigers', 'MLB_AbbName': 'DET', 'MiLB_FullName': None, 'llevel1': 'AAA'}",20369.0,666159,sa917924,26,R,R,P,/players/matt-manning/20369/stats?position=P,Detroit Tigers,Tigers,DET
605218,Carl Edwards Jr.,1134,286,244,179,63,44,11,0,8,66,23.1,41,14.3,134,511,0.258,0.227,0.364,0.338,0.402,0.35,0.34,0.31,0.322,26.2,85.7,12.0,29.1,11,6.1,3.8,5.1,92.0,0.49871134020618557,0.14304123711340205,0.5927835051546392,0.6005154639175257,0.44458762886597936,0.4484536082474227,0.8827319587628866,0.645618556701031,0.9007731958762887,0.4574742268041237,0.44587628865979384,0.3651226158038147,"{'UPId': '13607', 'PlayerId': 13607, 'MLBAMId': 605218, 'MinorMasterId': 'sa602909', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'carl edwards Jr.', 'FirstName': 'Carl', 'LastName': 'Edwards Jr.', 'firstLastName': 'Carl Edwards Jr.', 'NameKorean': None, 'Height': 75, 'Weight': 165, 'BirthDate': '1991-09-03T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2015-09-07T00:00:00', 'LastGame': '2024-08-08T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2017, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/carl-edwards-jr/13607/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 33, 'AgeToday': 33, 'AgeYears': 33, 'AgeMonths': 3, 'AgeDays': 7, 'AgeDisplayOld': '33 years, 3 months, 7 days', 'BirthDateDisplay': '9/3/1991', 'DeathDateDisplay': None, 'servicetime': '5.169', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_20436070.png', 'minSeason': 2015, 'maxSeason': 2024, 'AgeDisplay': '33 years, 3 months, 7 days'}","{'mlbamid': 605218, 'playerid': 13607, 'minormasterid': 'sa602909', 'masterid': '13607', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-17T00:00:00', 'lseason': 2024, 'lteamid': 29, 'lminorfranchid': 11, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '13607', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",13607.0,605218,sa602909,33,R,R,P,/players/carl-edwards-jr/13607/stats?position=P,Free Agent,,
686651,Levi Stoudt,1134,296,256,206,72,41,9,2,20,51,17.2,36,12.2,104,514,0.281,0.247,0.375,0.346,0.566,0.444,0.401,0.345,0.28,20.2,88.5,20.0,34.5,21,10.2,7.1,4.7,93.3,0.09922680412371133,0.3234536082474227,0.27319587628865977,0.061855670103092786,0.09020618556701031,0.07087628865979381,0.2925257731958763,0.06958762886597938,0.5644329896907216,0.03608247422680412,0.2912371134020619,0.6076294277929155,"{'UPId': '25650', 'PlayerId': 25650, 'MLBAMId': 686651, 'MinorMasterId': 'sa3014545', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'levi stoudt', 'FirstName': 'Levi', 'LastName': 'Stoudt', 'firstLastName': 'Levi Stoudt', 'NameKorean': None, 'Height': 73, 'Weight': 195, 'BirthDate': '1997-12-04T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': 'Lehigh', 'Debut': '2023-04-19T00:00:00', 'LastGame': '2023-07-23T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2023, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/levi-stoudt/25650/stats?position=P', 'HeightDisplay': '6\'1""', 'Age': 27, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 0, 'AgeDays': 6, 'AgeDisplayOld': '27 years, 0 months, 6 days', 'BirthDateDisplay': '12/4/1997', 'DeathDateDisplay': None, 'servicetime': '0.000', 'urlHeadshot': None, 'minSeason': 2023, 'maxSeason': 2023, 'AgeDisplay': '27 years, 6 days'}","{'mlbamid': 686651, 'playerid': 25650, 'minormasterid': 'sa3014545', 'masterid': '25650', 'teamid': 2, 'minorfranchid': 26, 'transdate': '2024-09-03T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 2, 'lminorfranchid': 26, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '25650', 'MLB_FullName': 'Baltimore Orioles', 'MLB_ShortName': 'Orioles', 'MLB_AbbName': 'BAL', 'MiLB_FullName': None, 'llevel1': 'AAA'}",25650.0,686651,sa3014545,27,R,R,P,/players/levi-stoudt/25650/stats?position=P,Baltimore Orioles,Orioles,BAL
676641,Beau Sulser,1131,310,283,225,82,53,11,1,17,59,19.0,22,7.1,141,559,0.29,0.26,0.348,0.321,0.516,0.455,0.371,0.335,0.313,25.2,88.2,14.0,33.8,22,9.8,7.1,7.4,90.8,0.21391752577319587,0.8634020618556701,0.12886597938144329,0.045103092783505154,0.14561855670103094,0.3711340206185567,0.36726804123711343,0.46649484536082475,0.6288659793814433,0.055412371134020616,0.990979381443299,0.2016348773841962,"{'UPId': '23420', 'PlayerId': 23420, 'MLBAMId': 676641, 'MinorMasterId': 'sa3004099', 'KBOId': 53040, 'KBOBISId': 1231, 'AltMMId': None, 'RRId': 'Beau Sulser', 'FirstName': 'Beau', 'LastName': 'Sulser', 'firstLastName': 'Beau Sulser', 'NameKorean': '슐서', 'Height': 74, 'Weight': 195, 'BirthDate': '1994-05-05T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': 'Dartmouth', 'Debut': '2022-04-26T00:00:00', 'LastGame': '2022-10-05T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2022, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/beau-sulser/23420/stats?position=P', 'HeightDisplay': '6\'2""', 'Age': 31, 'AgeToday': 30, 'AgeYears': 30, 'AgeMonths': 7, 'AgeDays': 5, 'AgeDisplayOld': '30 years, 7 months, 5 days', 'BirthDateDisplay': '5/5/1994', 'DeathDateDisplay': None, 'servicetime': '0.046', 'urlHeadshot': None, 'minSeason': 2022, 'maxSeason': 2022, 'AgeDisplay': '30 years, 7 months, 5 days'}","{'mlbamid': 676641, 'playerid': 23420, 'minormasterid': 'sa3004099', 'masterid': '23420', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-19T00:00:00', 'lseason': 2024, 'lteamid': 27, 'lminorfranchid': 12, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '23420', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",23420.0,676641,sa3004099,30,R,R,P,/players/beau-sulser/23420/stats?position=P,Free Agent,,
670329,Rico Garcia,1130,254,223,134,46,29,8,0,9,89,35.0,28,11.0,196,506,0.206,0.191,0.303,0.29,0.363,0.329,0.297,0.278,0.296,38.7,87.8,23.0,34.3,8,6.0,3.1,4.4,94.3,0.9845360824742269,0.41237113402061853,0.9110824742268041,0.7551546391752577,0.8414948453608248,0.9935567010309279,0.4806701030927835,0.023195876288659795,0.5811855670103093,0.47809278350515466,0.18943298969072164,0.7588555858310627,"{'UPId': '20023', 'PlayerId': 20023, 'MLBAMId': 670329, 'MinorMasterId': 'sa918679', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'rico garcia', 'FirstName': 'Rico', 'LastName': 'Garcia', 'firstLastName': 'Rico Garcia', 'NameKorean': None, 'Height': 69, 'Weight': 201, 'BirthDate': '1994-01-10T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': 'Hawaii Pacific', 'Debut': '2019-08-27T00:00:00', 'LastGame': '2023-07-28T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2023, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/rico-garcia/20023/stats?position=P', 'HeightDisplay': '5\'9""', 'Age': 31, 'AgeToday': 30, 'AgeYears': 30, 'AgeMonths': 11, 'AgeDays': 0, 'AgeDisplayOld': '30 years, 11 months, 0 days', 'BirthDateDisplay': '1/10/1994', 'DeathDateDisplay': None, 'servicetime': '0.154', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_20408385.png', 'minSeason': 2019, 'maxSeason': 2023, 'AgeDisplay': '30 years, 11 months'}","{'mlbamid': 670329, 'playerid': 20023, 'minormasterid': 'sa918679', 'masterid': '20023', 'teamid': 25, 'minorfranchid': 27, 'transdate': '2024-11-14T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 24, 'lminorfranchid': 22, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '20023', 'MLB_FullName': 'New York Mets', 'MLB_ShortName': 'Mets', 'MLB_AbbName': 'NYM', 'MiLB_FullName': None, 'llevel1': 'AAA'}",20023.0,670329,sa918679,30,R,R,P,/players/rico-garcia/20023/stats?position=P,New York Mets,Mets,NYM
686754,Ryan Jensen,1127,261,207,128,46,29,12,1,4,80,30.7,50,19.2,170,464,0.222,0.172,0.379,0.339,0.348,0.274,0.333,0.292,0.339,36.6,87.4,7.0,39.8,8,6.3,3.1,4.9,96.7,0.9110824742268041,0.02577319587628866,0.9716494845360825,0.9432989690721649,0.663659793814433,0.9600515463917526,0.5966494845360825,0.875,0.16237113402061856,0.41494845360824745,0.3634020618556701,0.9659400544959128,"{'UPId': 'sa3011496', 'PlayerId': None, 'MLBAMId': 686754, 'MinorMasterId': 'sa3011496', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'ryan jensen', 'FirstName': 'Ryan', 'LastName': 'Jensen', 'firstLastName': 'Ryan Jensen', 'NameKorean': None, 'Height': 72, 'Weight': 190, 'BirthDate': '1997-11-23T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Monterey', 'College': 'Fresno State', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/ryan-jensen/sa3011496/stats?position=P', 'HeightDisplay': '6\'0""', 'Age': 27, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 0, 'AgeDays': 17, 'AgeDisplayOld': '27 years, 0 months, 17 days', 'BirthDateDisplay': '11/23/1997', 'DeathDateDisplay': None, 'servicetime': '0.000', 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '27 years, 17 days'}","{'mlbamid': 686754, 'playerid': None, 'minormasterid': 'sa3011496', 'masterid': 'sa3011496', 'teamid': 8, 'minorfranchid': 16, 'transdate': '2024-02-06T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-20T00:00:00', 'lseason': 2024, 'lteamid': 8, 'lminorfranchid': 16, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3011496', 'MLB_FullName': 'Minnesota Twins', 'MLB_ShortName': 'Twins', 'MLB_AbbName': 'MIN', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,686754,sa3011496,27,R,R,P,/players/ryan-jensen/sa3011496/stats?position=P,Minnesota Twins,Twins,MIN
